id,trade_id,target,source,order_date,orderYrEst,quantity,delivery_date,designation,description,category,source_lat,source_lng,target_lat,target_lng
230885,551,Kyrgyzstan,Russia,2005-01-01 00:00:00+00:00,True,1.0,2005-01-01 00:00:00+00:00,Mi-17,transport helicopter,Aircraft,64.77465657002523,98.10510651767648,41.52886307929801,74.63652391135591
252527,1452,unknown rebel group*,unknown supplier(s),2002-01-01 00:00:00+00:00,True,1.0,2002-01-01 00:00:00+00:00,Strela-2,portable SAM,Missiles,,,,
272485,2511,Paraguay,Spain,2003-01-01 00:00:00+00:00,False,1.0,2004-01-01 00:00:00+00:00,C-212,transport aircraft,Aircraft,40.43416182812459,-3.614562787786784,-23.297917832810157,-58.36525516338344
273685,3509,Greece,United States,2003-01-01 00:00:00+00:00,False,4.0,2007-01-01 00:00:00+00:00,APG-78 Longbow,combat heli radar,Sensors,38.8936506,-77.1706298,39.12439787490408,22.72053166482316
240855,4031,NATO**,United States,2012-01-01 00:00:00+00:00,False,5.0,2020-01-01 00:00:00+00:00,RQ-4,UAV,Aircraft,38.8936506,-77.1706298,,
309510,4639,China,Germany,2000-01-01 00:00:00+00:00,True,48.0,2006-01-01 00:00:00+00:00,ship engine 1001-2500,ship engine,Engines,51.247366088569144,10.29806784711105,37.59429811123865,104.2092712875572
254003,4842,Indonesia,France,2004-01-01 00:00:00+00:00,True,30.0,2010-01-01 00:00:00+00:00,Exocet-40,anti-ship missile,Missiles,44.349371111968665,-1.3285559119656076,-2.2341369820788897,117.4318266609068
266243,4860,Thailand,United States,2007-01-01 00:00:00+00:00,False,1.0,2012-01-01 00:00:00+00:00,TPS-77,air search radar,Sensors,38.8936506,-77.1706298,15.086950068964573,101.0075524581199
317489,5846,Qatar,United States,2014-01-01 00:00:00+00:00,False,10.0,2019-01-01 00:00:00+00:00,Patriot-3 SAMS,SAM system,Air defence systems,38.8936506,-77.1706298,25.32374976223017,51.183576073246904
278496,7622,Indonesia,Poland,2006-01-01 00:00:00+00:00,False,1.0,2009-01-01 00:00:00+00:00,KOBRA,AA gun/SAM system,Air defence systems,52.21125056868454,19.294992434264316,-2.2341369820788897,117.4318266609068
313612,8193,Philippines,Poland,2011-01-01 00:00:00+00:00,False,8.0,2013-01-01 00:00:00+00:00,W-3 Sokol,helicopter,Aircraft,52.21125056868454,19.294992434264316,11.84298275761646,122.8846890593164
316968,8462,United States,Germany,2021-01-01 00:00:00+00:00,False,650.0,,BR-725 (7700),turbofan,Engines,51.247366088569144,10.29806784711105,38.8936506,-77.1706298
267550,8488,Venezuela,Israel,2003-01-01 00:00:00+00:00,False,54.0,2004-01-01 00:00:00+00:00,Python-4,BVRAAM,Missiles,31.50086722549515,35.00588702900374,7.181062635247108,-66.16927478446122
312847,8546,South Korea,France,2002-01-01 00:00:00+00:00,True,4.0,2007-01-01 00:00:00+00:00,ship engine 8001-11000,ship engine,Engines,44.349371111968665,-1.3285559119656076,36.44764247581033,127.82258754359064
243292,8824,South Africa,France,2000-01-01 00:00:00+00:00,False,17.0,2005-01-01 00:00:00+00:00,Exocet-40,anti-ship missile,Missiles,44.349371111968665,-1.3285559119656076,-29.071407764527837,24.993023113008935
280732,14220,Brazil,France,2000-01-01 00:00:00+00:00,True,17.0,2001-01-01 00:00:00+00:00,FL-12 105mm,tank turret,Other,44.349371111968665,-1.3285559119656076,-11.216050418753612,-52.990578513674336
248486,15158,Portugal,Spain,2004-01-01 00:00:00+00:00,False,1.0,2008-01-01 00:00:00+00:00,Lanza-LRR,air search radar,Sensors,40.43416182812459,-3.614562787786784,39.677853720384974,-8.053019899144626
244801,15239,UAE,France,2003-01-01 00:00:00+00:00,False,4.0,2015-01-01 00:00:00+00:00,Baynunah -,corvette,Ships,44.349371111968665,-1.3285559119656076,23.875788010111567,54.21089357802459
251505,15868,Malaysia,France,2001-01-01 00:00:00+00:00,False,6.0,2004-01-01 00:00:00+00:00,AS-555SN -,ASW helicopter,Aircraft,44.349371111968665,-1.3285559119656076,3.7295287380839697,109.69877436890674
313267,17608,Senegal,Russia,2014-01-01 00:00:00+00:00,True,1.0,2015-01-01 00:00:00+00:00,Mi-17,transport helicopter,Aircraft,64.77465657002523,98.10510651767648,14.362303074575424,-14.511793783797325
259859,17658,Namibia,Libya,2001-01-01 00:00:00+00:00,True,2.0,2002-01-01 00:00:00+00:00,Mi-24D,combat helicopter,Aircraft,,,-22.218395004766567,17.16328208382656
237932,17785,Portugal,Israel,2006-01-01 00:00:00+00:00,False,33.0,2011-01-01 00:00:00+00:00,CARDOM 120mm,mortar,Artillery,31.50086722549515,35.00588702900374,39.677853720384974,-8.053019899144626
312083,18701,Saudi Arabia,United States,2009-01-01 00:00:00+00:00,False,724.0,2015-01-01 00:00:00+00:00,vehicle engine 201-300,vehicle engine,Engines,38.8936506,-77.1706298,24.281956452869768,44.45043050055469
232421,18724,Saudi Arabia,Belgium,2006-01-01 00:00:00+00:00,True,10.0,2006-01-01 00:00:00+00:00,LCTS-90 90mm,tank turret,Other,50.65812072933893,4.5777726518164386,24.281956452869768,44.45043050055469
247525,19216,Equatorial Guinea,China,2020-01-01 00:00:00+00:00,True,25.0,2021-01-01 00:00:00+00:00,Red Arrow-8,anti-tank missile,Missiles,37.59429811123865,104.2092712875572,1.6459587493287595,10.366032217716246
232882,19396,Mauritania,China,2001-01-01 00:00:00+00:00,True,1.0,2002-01-01 00:00:00+00:00,Huangpu,patrol craft,Ships,37.59429811123865,104.2092712875572,20.298580356335503,-10.312840203169692
287565,19502,Spain,United States,2000-01-01 00:00:00+00:00,False,6.0,2003-01-01 00:00:00+00:00,SH-60B,ASW helicopter,Aircraft,38.8936506,-77.1706298,40.43416182812459,-3.614562787786784
252096,19537,Ethiopia,Russia,2002-01-01 00:00:00+00:00,True,8.0,2004-01-01 00:00:00+00:00,Su-27S,FGA aircraft,Aircraft,64.77465657002523,98.10510651767648,8.685200248386781,39.54611546860542
231344,19662,Burundi,Ukraine,2002-01-01 00:00:00+00:00,True,1.0,2002-01-01 00:00:00+00:00,Mi-24V,combat helicopter,Aircraft,49.21525509612321,31.19776005188007,-3.3778134798104755,29.913818235674395
237116,19683,India,Israel,2000-01-01 00:00:00+00:00,False,9.0,2005-01-01 00:00:00+00:00,M-2221,fire control radar,Sensors,31.50086722549515,35.00588702900374,23.25453653614229,79.61203967713585
306682,19722,Thailand,Israel,2003-01-01 00:00:00+00:00,True,50.0,2004-01-01 00:00:00+00:00,Python-3,SRAAM,Missiles,31.50086722549515,35.00588702900374,15.086950068964573,101.0075524581199
260075,20600,Chile,United States,2001-01-01 00:00:00+00:00,False,1.0,2001-01-01 00:00:00+00:00,Phalanx,naval gun,Naval weapons,38.8936506,-77.1706298,-41.71851146074132,-71.6665886777825
235297,20772,Philippines,Japan,2020-01-01 00:00:00+00:00,False,4.0,,JFPS-3,air search radar,Sensors,37.96887619650453,138.2482523345312,11.84298275761646,122.8846890593164
255545,21044,India,United Kingdom,2004-01-01 00:00:00+00:00,False,66.0,2012-01-01 00:00:00+00:00,Hawk-100,trainer/combat aircraft,Aircraft,54.10280200875406,-2.9029433297645,23.25453653614229,79.61203967713585
269040,21178,Pakistan,China,2001-01-01 00:00:00+00:00,True,6.0,2003-01-01 00:00:00+00:00,K-8 -,trainer/combat aircraft,Aircraft,37.59429811123865,104.2092712875572,30.149461884688986,69.50702434668376
263117,21271,UAE,France,2006-01-01 00:00:00+00:00,False,150.0,2017-01-01 00:00:00+00:00,Exocet-40-3,anti-ship/land-attack missile,Missiles,44.349371111968665,-1.3285559119656076,23.875788010111567,54.21089357802459
239187,21304,United States,Switzerland,2004-01-01 00:00:00+00:00,True,6.0,2005-01-01 00:00:00+00:00,PC-12,light transport aircraft,Aircraft,46.79753210964585,8.119441640307938,38.8936506,-77.1706298
311018,21848,Japan,United States,2006-01-01 00:00:00+00:00,True,60.0,,CF-6 (26000),turbofan,Engines,38.8936506,-77.1706298,37.96887619650453,138.2482523345312
312221,22166,Spain,Israel,2006-01-01 00:00:00+00:00,False,2630.0,2014-01-01 00:00:00+00:00,Spike-MR,anti-tank missile,Missiles,31.50086722549515,35.00588702900374,40.43416182812459,-3.614562787786784
290984,22250,UAE,Romania,2001-01-01 00:00:00+00:00,False,10.0,2007-01-01 00:00:00+00:00,SA-330 Puma,helicopter,Aircraft,45.89192791152659,24.93776373994379,23.875788010111567,54.21089357802459
248759,22263,Netherlands,Sweden,2004-01-01 00:00:00+00:00,False,184.0,2012-01-01 00:00:00+00:00,CV-9035,IFV,Armoured vehicles,63.44287614193311,16.85012288197351,52.31236663898826,5.516261609879506
230183,22321,Syria,Russia,2018-01-01 00:00:00+00:00,True,3.0,2018-01-01 00:00:00+00:00,S-300PMU1,SAM system,Air defence systems,64.77465657002523,98.10510651767648,35.03783999341983,38.5544006865254
291086,22347,Pakistan,Lebanon,2000-01-01 00:00:00+00:00,True,10.0,2002-01-01 00:00:00+00:00,Mirage-3E,FGA aircraft,Aircraft,33.914793729670606,35.8720701755058,30.149461884688986,69.50702434668376
291122,22364,Pakistan,Russia,2003-01-01 00:00:00+00:00,True,12.0,2004-01-01 00:00:00+00:00,Mi-17,transport helicopter,Aircraft,64.77465657002523,98.10510651767648,30.149461884688986,69.50702434668376
291285,22521,Turkiye,Italy,2000-01-01 00:00:00+00:00,True,4.0,2008-01-01 00:00:00+00:00,Compact-40,naval gun,Naval weapons,42.9206605535352,12.077565961079117,39.11209749790621,35.1160592002762
291313,22534,UAE,Germany,2005-01-01 00:00:00+00:00,False,32.0,2009-01-01 00:00:00+00:00,Tpz-1 Fuchs,APC,Armoured vehicles,51.247366088569144,10.29806784711105,23.875788010111567,54.21089357802459
242241,22548,United Kingdom,Israel,2005-01-01 00:00:00+00:00,False,54.0,2016-01-01 00:00:00+00:00,Hermes-450,UAV,Aircraft,31.50086722549515,35.00588702900374,54.10280200875406,-2.9029433297645
310435,22691,India,Brazil,2008-01-01 00:00:00+00:00,False,3.0,2019-01-01 00:00:00+00:00,ERJ -,transport aircraft,Aircraft,-11.216050418753612,-52.990578513674336,23.25453653614229,79.61203967713585
306651,22708,Australia,Norway,2019-01-01 00:00:00+00:00,False,6.0,,NASAMS-2 -,SAM system,Air defence systems,59.8422334,10.6813708,-26.234938747067027,134.61771009288262
291628,22899,Indonesia,France,2000-01-01 00:00:00+00:00,True,4.0,2000-01-01 00:00:00+00:00,Fox UAV,UAV,Aircraft,44.349371111968665,-1.3285559119656076,-2.2341369820788897,117.4318266609068
314851,22969,Greece,United States,2000-01-01 00:00:00+00:00,False,113.0,2002-01-01 00:00:00+00:00,M-106,self-propelled mortar,Artillery,38.8936506,-77.1706298,39.12439787490408,22.72053166482316
252057,23026,Austria,Germany,2002-01-01 00:00:00+00:00,True,2.0,2003-01-01 00:00:00+00:00,Jaguar-1,tank destroyer,Armoured vehicles,51.247366088569144,10.29806784711105,47.62473987598836,14.083964574701003
252091,23029,Peru,Russia,2001-01-01 00:00:00+00:00,True,13.0,2001-01-01 00:00:00+00:00,Mi-2,light helicopter,Aircraft,64.77465657002523,98.10510651767648,-9.277483998710055,-74.37198460751777
235840,23118,Romania,United States,2023-01-01 00:00:00+00:00,False,54.0,,M-1A2 SEPv-3 Abrams,tank,Armoured vehicles,38.8936506,-77.1706298,45.89192791152659,24.93776373994379
250606,23271,Spain,Norway,2000-01-01 00:00:00+00:00,False,4.0,2003-01-01 00:00:00+00:00,NASAMS -,SAM system,Air defence systems,59.8422334,10.6813708,40.43416182812459,-3.614562787786784
309680,23323,Hungary,Sweden,2001-01-01 00:00:00+00:00,False,14.0,2007-01-01 00:00:00+00:00,JAS-39C Gripen -,FGA aircraft,Aircraft,63.44287614193311,16.85012288197351,47.21172389736647,19.364954465484
229575,23403,Turkiye,Italy,2009-01-01 00:00:00+00:00,False,1.0,2016-01-01 00:00:00+00:00,Gokturk-1,recce satellite,Satellites,42.9206605535352,12.077565961079117,39.11209749790621,35.1160592002762
292306,23440,Sri Lanka,Czechia,2000-01-01 00:00:00+00:00,False,2.0,2001-01-01 00:00:00+00:00,MT-55A,armoured bridgelayer,Armoured vehicles,49.785076894404064,15.330424044073988,7.70357628890974,80.66695953421915
292430,23551,Mexico,United States,2000-01-01 00:00:00+00:00,False,2.0,2002-01-01 00:00:00+00:00,Newport,landing ship,Ships,38.8936506,-77.1706298,24.180597486363876,-102.7580556684226
309756,23601,UAE,Austria,2006-01-01 00:00:00+00:00,False,60.0,2010-01-01 00:00:00+00:00,Camcopter,UAV,Aircraft,47.62473987598836,14.083964574701003,23.875788010111567,54.21089357802459
292489,23625,Greece,Russia,2000-01-01 00:00:00+00:00,False,10.0,2002-01-01 00:00:00+00:00,Tor-M,mobile SAM system,Air defence systems,64.77465657002523,98.10510651767648,39.12439787490408,22.72053166482316
269511,23683,France,United States,2003-01-01 00:00:00+00:00,False,2.0,2004-01-01 00:00:00+00:00,A-4M Skyhawk-2,FGA aircraft,Aircraft,38.8936506,-77.1706298,44.349371111968665,-1.3285559119656076
238039,23684,Greece,United Kingdom,2003-01-01 00:00:00+00:00,False,2.0,2015-01-01 00:00:00+00:00,Super Vita -,FAC,Ships,54.10280200875406,-2.9029433297645,39.12439787490408,22.72053166482316
292598,23743,Sri Lanka,Czechia,2000-01-01 00:00:00+00:00,False,16.0,2003-01-01 00:00:00+00:00,VT-55A,ARV,Armoured vehicles,49.785076894404064,15.330424044073988,7.70357628890974,80.66695953421915
253084,23744,Chile,Italy,2003-01-01 00:00:00+00:00,True,100.0,2010-01-01 00:00:00+00:00,Black Shark,anti-ship/ASW torpedo,Missiles,42.9206605535352,12.077565961079117,-41.71851146074132,-71.6665886777825
255993,23772,South Africa,United Kingdom,2002-01-01 00:00:00+00:00,False,12.0,2008-01-01 00:00:00+00:00,Hawk-100,trainer/combat aircraft,Aircraft,54.10280200875406,-2.9029433297645,-29.071407764527837,24.993023113008935
243464,23773,South Africa,Sweden,2000-01-01 00:00:00+00:00,True,17.0,2012-01-01 00:00:00+00:00,JAS-39C Gripen -,FGA aircraft,Aircraft,63.44287614193311,16.85012288197351,-29.071407764527837,24.993023113008935
292740,23893,Chile,United Kingdom,2003-01-01 00:00:00+00:00,False,40.0,2003-01-01 00:00:00+00:00,Seawolf,SAM,Missiles,54.10280200875406,-2.9029433297645,-41.71851146074132,-71.6665886777825
293012,24096,United States,Ukraine,2005-01-01 00:00:00+00:00,True,4.0,2005-01-01 00:00:00+00:00,9P117 Uragan,SSM launcher,Artillery,49.21525509612321,31.19776005188007,38.8936506,-77.1706298
312155,24120,Germany,Sweden,2005-01-01 00:00:00+00:00,False,81.0,2009-01-01 00:00:00+00:00,BV-206S,APC,Armoured vehicles,63.44287614193311,16.85012288197351,51.247366088569144,10.29806784711105
292985,24122,Norway,United States,2000-01-01 00:00:00+00:00,True,3.0,2002-01-01 00:00:00+00:00,SPS-67,sea search radar,Sensors,38.8936506,-77.1706298,59.8422334,10.6813708
293079,24205,Italy,Netherlands,2001-01-01 00:00:00+00:00,True,2.0,2009-01-01 00:00:00+00:00,SMART-L,air/sea search radar,Sensors,52.31236663898826,5.516261609879506,42.9206605535352,12.077565961079117
247399,24327,Spain,France,2003-01-01 00:00:00+00:00,False,24.0,2020-01-01 00:00:00+00:00,EC-665,combat helicopter,Aircraft,44.349371111968665,-1.3285559119656076,40.43416182812459,-3.614562787786784
253521,24364,New Zealand,Australia,2004-01-01 00:00:00+00:00,False,4.0,2009-01-01 00:00:00+00:00,Tenix-340,patrol craft,Ships,-26.234938747067027,134.61771009288262,-41.8877305842931,172.5756178446778
269313,24414,Oman,Pakistan,2002-01-01 00:00:00+00:00,False,5.0,2002-01-01 00:00:00+00:00,MFI-17,trainer aircraft,Aircraft,30.149461884688986,69.50702434668376,20.654420309979916,56.1136227406876
256046,24470,Malaysia,Australia,2000-01-01 00:00:00+00:00,True,3.0,2001-01-01 00:00:00+00:00,Eagle-ARV,light aircraft/UAV,Aircraft,-26.234938747067027,134.61771009288262,3.7295287380839697,109.69877436890674
234012,24475,Philippines,South Korea,2016-01-01 00:00:00+00:00,False,2.0,2021-01-01 00:00:00+00:00,HHI-2600 -,frigate,Ships,36.44764247581033,127.82258754359064,11.84298275761646,122.8846890593164
293520,24501,Chile,France,2003-01-01 00:00:00+00:00,True,20.0,2004-01-01 00:00:00+00:00,Exocet-40,anti-ship missile,Missiles,44.349371111968665,-1.3285559119656076,-41.71851146074132,-71.6665886777825
293609,24558,Kuwait,China,2001-01-01 00:00:00+00:00,False,1.0,2003-01-01 00:00:00+00:00,Type-84 ARV,ARV,Armoured vehicles,37.59429811123865,104.2092712875572,29.30951563318633,47.599493984124805
294016,24865,UAE,South Africa,2002-01-01 00:00:00+00:00,True,5.0,2003-01-01 00:00:00+00:00,Seeker,UAV,Aircraft,-29.071407764527837,24.993023113008935,23.875788010111567,54.21089357802459
267033,24919,Spain,United States,2008-01-01 00:00:00+00:00,True,325.0,2019-01-01 00:00:00+00:00,ESSM,SAM,Missiles,38.8936506,-77.1706298,40.43416182812459,-3.614562787786784
230740,24925,United Nations**,Russia,2000-01-01 00:00:00+00:00,True,2.0,2000-01-01 00:00:00+00:00,Mi-26,transport helicopter,Aircraft,64.77465657002523,98.10510651767648,,
315361,24935,Nigeria,China,2022-01-01 00:00:00+00:00,True,1.0,2022-01-01 00:00:00+00:00,PC-46m,patrol craft,Ships,37.59429811123865,104.2092712875572,9.571643596210182,7.999781543559027
254495,25017,Kuwait,Germany,2015-01-01 00:00:00+00:00,False,12.0,2017-01-01 00:00:00+00:00,Fuchs-2,APC,Armoured vehicles,51.247366088569144,10.29806784711105,29.30951563318633,47.599493984124805
265731,25220,Malaysia,Turkiye,2000-01-01 00:00:00+00:00,False,44.0,2003-01-01 00:00:00+00:00,AIFV -,IFV,Armoured vehicles,39.11209749790621,35.1160592002762,3.7295287380839697,109.69877436890674
294742,25287,Kuwait,United States,2002-01-01 00:00:00+00:00,False,188.0,2007-01-01 00:00:00+00:00,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,38.8936506,-77.1706298,29.30951563318633,47.599493984124805
294766,25297,Kuwait,United States,2003-01-01 00:00:00+00:00,False,16.0,2007-01-01 00:00:00+00:00,AH-64D Longbow,combat helicopter,Aircraft,38.8936506,-77.1706298,29.30951563318633,47.599493984124805
294754,25309,Indonesia,Russia,2003-01-01 00:00:00+00:00,False,2.0,2003-01-01 00:00:00+00:00,Su-30MK,FGA aircraft,Aircraft,64.77465657002523,98.10510651767648,-2.2341369820788897,117.4318266609068
294768,25311,Indonesia,Russia,2002-01-01 00:00:00+00:00,False,2.0,2003-01-01 00:00:00+00:00,Mi-17,transport helicopter,Aircraft,64.77465657002523,98.10510651767648,-2.2341369820788897,117.4318266609068
294782,25339,Belgium,Italy,2005-01-01 00:00:00+00:00,True,440.0,2008-01-01 00:00:00+00:00,LMV,APV,Armoured vehicles,42.9206605535352,12.077565961079117,50.65812072933893,4.5777726518164386
249163,25417,Romania,Italy,2003-01-01 00:00:00+00:00,False,2.0,2005-01-01 00:00:00+00:00,Super Rapid 76mm,naval gun,Naval weapons,42.9206605535352,12.077565961079117,45.89192791152659,24.93776373994379
230724,25526,Norway,United States,2008-01-01 00:00:00+00:00,True,52.0,,F-35A,FGA aircraft,Aircraft,38.8936506,-77.1706298,59.8422334,10.6813708
310487,25617,Egypt,Germany,2000-01-01 00:00:00+00:00,False,74.0,2002-01-01 00:00:00+00:00,G-115,trainer aircraft,Aircraft,51.247366088569144,10.29806784711105,26.60710762082199,29.836079561871784
236226,25624,Belgium,United States,2018-01-01 00:00:00+00:00,True,4.0,,F-135-100 (19500),turbofan,Engines,38.8936506,-77.1706298,50.65812072933893,4.5777726518164386
239228,25673,Thailand,France,2006-01-01 00:00:00+00:00,False,6.0,2009-01-01 00:00:00+00:00,CAESAR 155mm,self-propelled gun,Artillery,44.349371111968665,-1.3285559119656076,15.086950068964573,101.0075524581199
295204,25696,Poland,United States,2000-01-01 00:00:00+00:00,False,9.0,2001-01-01 00:00:00+00:00,MSTAR,ground surv radar,Sensors,38.8936506,-77.1706298,52.21125056868454,19.294992434264316
295362,25818,India,Uzbekistan,2001-01-01 00:00:00+00:00,False,6.0,2004-01-01 00:00:00+00:00,Il-78 -,tanker/transport aircraft,Aircraft,41.82839709361718,63.12057569757662,23.25453653614229,79.61203967713585
295551,25956,Chile,United States,2007-01-01 00:00:00+00:00,False,4.0,2009-01-01 00:00:00+00:00,Bell-412,helicopter,Aircraft,38.8936506,-77.1706298,-41.71851146074132,-71.6665886777825
295553,25968,Spain,United States,2000-01-01 00:00:00+00:00,True,4.0,2003-01-01 00:00:00+00:00,MPQ-64 Sentinel,air search radar,Sensors,38.8936506,-77.1706298,40.43416182812459,-3.614562787786784
295534,25969,Spain,United States,2000-01-01 00:00:00+00:00,False,100.0,2003-01-01 00:00:00+00:00,AIM-120A AMRAAM,BVRAAM,Missiles,38.8936506,-77.1706298,40.43416182812459,-3.614562787786784
266611,26001,UAE,United States,2000-01-01 00:00:00+00:00,False,80.0,2008-01-01 00:00:00+00:00,F-16E,FGA aircraft,Aircraft,38.8936506,-77.1706298,23.875788010111567,54.21089357802459
306719,26111,India,United States,2020-01-01 00:00:00+00:00,False,24.0,,MH-60R -,ASW helicopter,Aircraft,38.8936506,-77.1706298,23.25453653614229,79.61203967713585
256326,26333,Italy,Germany,2002-01-01 00:00:00+00:00,False,70.0,2010-01-01 00:00:00+00:00,PzH-2000 155mm,self-propelled gun,Artillery,51.247366088569144,10.29806784711105,42.9206605535352,12.077565961079117
229485,26453,India,Russia,2004-01-01 00:00:00+00:00,False,1.0,2013-01-01 00:00:00+00:00,Gorshkov,aircraft carrier,Ships,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
296130,26471,India,Russia,2005-01-01 00:00:00+00:00,False,16.0,2011-01-01 00:00:00+00:00,MiG-29SMT,FGA aircraft,Aircraft,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
296133,26474,India,Russia,2011-01-01 00:00:00+00:00,True,50.0,2012-01-01 00:00:00+00:00,Kh-35,anti-ship missile,Missiles,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
234259,26568,India,Russia,2001-01-01 00:00:00+00:00,False,310.0,2006-01-01 00:00:00+00:00,T-90S,tank,Armoured vehicles,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
253000,26627,Hezbollah (Lebanon)*,Iran,2005-01-01 00:00:00+00:00,True,5.0,2006-01-01 00:00:00+00:00,C-802,anti-ship missile,Missiles,32.7130414643611,54.20159475117713,,
306327,26695,India,Russia,2001-01-01 00:00:00+00:00,True,140.0,2021-01-01 00:00:00+00:00,Su-30MK,FGA aircraft,Aircraft,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
252599,26696,India,Israel,2001-01-01 00:00:00+00:00,False,30.0,2006-01-01 00:00:00+00:00,Popeye,ASM,Missiles,31.50086722549515,35.00588702900374,23.25453653614229,79.61203967713585
311496,26777,Mauritius,India,2004-01-01 00:00:00+00:00,True,1.0,2004-01-01 00:00:00+00:00,Do-228MP -,maritime patrol aircraft,Aircraft,23.25453653614229,79.61203967713585,20.298580356335503,-10.312840203169692
296678,27010,China,Russia,2000-01-01 00:00:00+00:00,True,1.0,2002-01-01 00:00:00+00:00,Il-76,heavy transport aircraft,Aircraft,64.77465657002523,98.10510651767648,37.59429811123865,104.2092712875572
256055,27039,India,Russia,2005-01-01 00:00:00+00:00,False,28.0,2008-01-01 00:00:00+00:00,Smerch,self-propelled MRL,Artillery,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
296808,27106,South Korea,United States,2001-01-01 00:00:00+00:00,True,8.0,2008-01-01 00:00:00+00:00,F-110 (13500),turbofan,Engines,38.8936506,-77.1706298,36.44764247581033,127.82258754359064
308266,27113,Viet Nam,Czechia,2003-01-01 00:00:00+00:00,True,10.0,2003-01-01 00:00:00+00:00,L-39Z,trainer/combat aircraft,Aircraft,49.785076894404064,15.330424044073988,16.823768072640124,106.261946389087
296813,27136,Greece,Ukraine,2000-01-01 00:00:00+00:00,False,1.0,2001-01-01 00:00:00+00:00,Zubr,landing craft,Ships,49.21525509612321,31.19776005188007,39.12439787490408,22.72053166482316
296817,27141,United Kingdom,United States,2000-01-01 00:00:00+00:00,False,4.0,2001-01-01 00:00:00+00:00,C-17,heavy transport aircraft,Aircraft,38.8936506,-77.1706298,54.10280200875406,-2.9029433297645
296819,27142,UAE,United States,2003-01-01 00:00:00+00:00,True,491.0,2007-01-01 00:00:00+00:00,AIM-120B AMRAAM,BVRAAM,Missiles,38.8936506,-77.1706298,23.875788010111567,54.21089357802459
234709,27143,UAE,United States,2002-01-01 00:00:00+00:00,False,267.0,2006-01-01 00:00:00+00:00,AIM-9M,SRAAM,Missiles,38.8936506,-77.1706298,23.875788010111567,54.21089357802459
296824,27144,UAE,United States,2001-01-01 00:00:00+00:00,False,159.0,2007-01-01 00:00:00+00:00,AGM-88 HARM,anti-radar missile,Missiles,38.8936506,-77.1706298,23.875788010111567,54.21089357802459
296827,27145,UAE,United States,2002-01-01 00:00:00+00:00,True,1163.0,2007-01-01 00:00:00+00:00,AGM-65,ASM,Missiles,38.8936506,-77.1706298,23.875788010111567,54.21089357802459
296833,27146,UAE,United States,2003-01-01 00:00:00+00:00,True,12.0,2005-01-01 00:00:00+00:00,Harpoon Block-1,anti-ship missile,Missiles,38.8936506,-77.1706298,23.875788010111567,54.21089357802459
296864,27186,Singapore,United States,2001-01-01 00:00:00+00:00,True,192.0,2005-01-01 00:00:00+00:00,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,38.8936506,-77.1706298,,
247591,27237,Greece,United States,2000-01-01 00:00:00+00:00,False,3.0,2004-01-01 00:00:00+00:00,SH-60B,ASW helicopter,Aircraft,38.8936506,-77.1706298,39.12439787490408,22.72053166482316
296890,27238,Greece,United States,2000-01-01 00:00:00+00:00,False,2.0,2002-01-01 00:00:00+00:00,King Air,light transport aircraft,Aircraft,38.8936506,-77.1706298,39.12439787490408,22.72053166482316
296892,27242,Greece,United States,2003-01-01 00:00:00+00:00,False,12.0,2007-01-01 00:00:00+00:00,AH-64D Longbow,combat helicopter,Aircraft,38.8936506,-77.1706298,39.12439787490408,22.72053166482316
296925,27314,South Korea,United States,2000-01-01 00:00:00+00:00,False,270.0,2002-01-01 00:00:00+00:00,TOW,anti-tank missile,Missiles,38.8936506,-77.1706298,36.44764247581033,127.82258754359064
296939,27323,India,Russia,2001-01-01 00:00:00+00:00,True,14.0,2002-01-01 00:00:00+00:00,Tunguska,self-propelled AD system,Air defence systems,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
237588,27331,India,United States,2002-01-01 00:00:00+00:00,False,8.0,2006-01-01 00:00:00+00:00,TPQ-37 Firefinder,artillery locating radar,Sensors,38.8936506,-77.1706298,23.25453653614229,79.61203967713585
296963,27345,India,Russia,2006-01-01 00:00:00+00:00,False,3.0,2013-01-01 00:00:00+00:00,Talwar -,frigate,Ships,64.77465657002523,98.10510651767648,23.25453653614229,79.61203967713585
240022,27371,Indonesia,Russia,2008-01-01 00:00:00+00:00,False,17.0,2010-01-01 00:00:00+00:00,BMP-3,IFV,Armoured vehicles,64.77465657002523,98.10510651767648,-2.2341369820788897,117.4318266609068
296979,27372,Indonesia,Russia,2001-01-01 00:00:00+00:00,True,12.0,2002-01-01 00:00:00+00:00,BTR-80A,IFV,Armoured vehicles,64.77465657002523,98.10510651767648,-2.2341369820788897,117.4318266609068
234271,27414,UAE,Russia,2000-01-01 00:00:00+00:00,False,50.0,2013-01-01 00:00:00+00:00,Pantsyr,self-propelled AD system,Air defence systems,64.77465657002523,98.10510651767648,23.875788010111567,54.21089357802459
